,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Sandhill Crane (<em class=""sci"">Antigone canadensis</em>)",0.0158289,0.015366,0.0169802,0.0180826,0.0154673,0.0154082,0.0166639,0.020896,0.0164258,0.0134612,0.0082566,0.0050408,0.0037788,0.004451,0.004272,0.0045765,0.0047046,0.0055929,0.0047289,0.006331,0.0070819,0.0092631,0.00756,0.00602,0.0041486,0.0034782,0.0033825,0.0034792,0.0029591,0.0035495,0.0033879,0.0034382,0.0030277,0.0028367,0.0064093,0.0118926,0.013366,0.0140072,0.0128234,0.0143463,0.0177043,0.0184256,0.021719,0.0188913,0.0169106,0.0147566,0.0123481,0.0144086
"Common Crane (<em class=""sci"">Grus grus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9E-5,0.0015,0,0,0,0,0,0,0,0,0,4.167E-4,9.33E-5,2.781E-4,2.801E-4,2.346E-4,4.39E-5,5.58E-5,6.22E-5,0,0,0,0,0,0,0,0,0,0,1.21E-5,5.77E-5,0
"crane sp. (<em class=""sci"">Gruidae sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4E-6
"Black-necked Stilt (<em class=""sci"">Himantopus mexicanus</em>)",0.0697191,0.0691679,0.0683477,0.0653108,0.0628548,0.0532188,0.0472144,0.059844,0.0615119,0.0639485,0.061633,0.060097,0.0606029,0.0598412,0.0607191,0.060907,0.0621947,0.0547979,0.0511626,0.0508256,0.0486507,0.0501788,0.0510062,0.0582167,0.0690606,0.0735539,0.08334,0.0883171,0.0904123,0.0900615,0.0894455,0.0920461,0.0878265,0.0787117,0.0695588,0.0616939,0.0547155,0.0580536,0.0589662,0.0603683,0.0643915,0.0674104,0.0743258,0.0716106,0.0716093,0.0650257,0.0565624,0.0652672
"American Avocet (<em class=""sci"">Recurvirostra americana</em>)",0.0531787,0.054669,0.057107,0.0516656,0.0514249,0.0476008,0.0416995,0.0532175,0.0536123,0.0580835,0.0550438,0.0539135,0.0537426,0.0518998,0.0534443,0.0530975,0.0519309,0.0469093,0.0433945,0.0427505,0.040206,0.0395974,0.0389768,0.041273,0.0463746,0.0494953,0.0533543,0.0592237,0.0583554,0.057242,0.0559001,0.0561662,0.0558158,0.0508923,0.0442015,0.0404851,0.0368771,0.0398977,0.0420436,0.0395204,0.0418904,0.0441094,0.0457742,0.0471816,0.0473179,0.0457212,0.041943,0.0481405
"American Oystercatcher (<em class=""sci"">Haematopus palliatus</em>)",1.448E-4,2.335E-4,1.724E-4,1.233E-4,1.043E-4,9.58E-5,1.521E-4,2.15E-4,1.13E-4,2.203E-4,1.406E-4,1.052E-4,9.4E-6,8.56E-5,8.8E-6,3.41E-5,9.0E-6,1.73E-5,1.133E-4,1.702E-4,0.0015,9.17E-5,8.32E-5,7.97E-5,1.253E-4,6.56E-5,1.074E-4,1.357E-4,2.67E-5,1.06E-4,2.001E-4,2.256E-4,2.304E-4,1.228E-4,2.178E-4,2.671E-4,1.231E-4,1.877E-4,6.44E-5,6.59E-5,1.236E-4,1.1E-5,5.166E-4,1.524E-4,4.91E-5,2.42E-5,6.74E-5,1.224E-4
"Black Oystercatcher (<em class=""sci"">Haematopus bachmani</em>)",0.0248642,0.0275388,0.0291734,0.0246217,0.022765,0.0206256,0.0182972,0.0236815,0.0229283,0.0229459,0.0240365,0.0208643,0.0191204,0.0184983,0.0197144,0.0183812,0.0191784,0.0187378,0.0205743,0.0183834,0.0195826,0.0199248,0.0223709,0.0238508,0.0262831,0.0287312,0.0330998,0.0359161,0.0355358,0.0343823,0.034159,0.0319725,0.0296302,0.0286458,0.0284064,0.0254426,0.0244548,0.0229073,0.0248313,0.0257921,0.0314094,0.0320087,0.0329072,0.0344463,0.0325564,0.0292591,0.0221842,0.0266531
"American x Black Oystercatcher (hybrid) (<em class=""sci"">Haematopus palliatus x bachmani</em>)",2.644E-4,2.501E-4,2.545E-4,2.589E-4,1.137E-4,1.655E-4,1.719E-4,3.616E-4,1.233E-4,3.043E-4,9.04E-5,9.82E-5,1.131E-4,3.8E-5,2.63E-5,1.023E-4,9.0E-5,5.18E-5,1.751E-4,9.93E-5,3.22E-5,1.146E-4,5.94E-5,5.98E-5,1.253E-4,4.594E-4,3.624E-4,4.652E-4,4.132E-4,2.649E-4,2.134E-4,1.715E-4,2.304E-4,1.005E-4,2.282E-4,2.435E-4,2.154E-4,2.173E-4,2.253E-4,2.307E-4,2.359E-4,8.78E-5,2.465E-4,1.185E-4,1.228E-4,6.05E-5,1.925E-4,2.705E-4
"American/Black Oystercatcher (<em class=""sci"">Haematopus palliatus/bachmani</em>)",1.26E-5,2.5E-5,5.75E-5,1.85E-5,3.79E-5,3.48E-5,7.27E-5,3.91E-5,5.14E-5,3.15E-5,6.03E-5,1.4E-5,1.88E-5,9.5E-6,0.0015,2.73E-5,9.0E-6,8.6E-6,4.12E-5,2.13E-5,1.07E-5,3.44E-5,4.75E-5,1.0E-5,1.25E-5,2.63E-5,1.34E-5,1.94E-5,0,3.97E-5,5.34E-5,1.8E-5,0,2.23E-5,3.11E-5,7.9E-6,0.0015,1.98E-5,3.22E-5,1.65E-5,2.25E-5,0,0,2.54E-5,2.46E-5,2.42E-5,1.92E-5,1.93E-5
"oystercatcher sp. (<em class=""sci"">Haematopus sp.</em>)",0,0,0,0,0,0.0015,0,9.8E-6,0,0.0015,0,0,0,0,0,6.8E-6,0,0,0,0,0,0,0,0,0.0015,2.63E-5,0,0,0,0,0,1.8E-5,0,0,0,7.9E-6,1.03E-5,0,0,0,0,0,2.35E-5,0,0,0,0,0
"Black-bellied Plover (<em class=""sci"">Pluvialis squatarola</em>)",0.0476946,0.0468234,0.0477465,0.0425873,0.0392558,0.0323407,0.0277666,0.0365925,0.033057,0.0309933,0.029571,0.0281275,0.0273849,0.0266109,0.0266915,0.0198886,0.0145097,0.0108923,0.0086233,0.0072811,0.0058909,0.0066836,0.0066328,0.0085915,0.0113054,0.0205016,0.0362004,0.054882,0.061901,0.0632947,0.060115,0.0540545,0.0508573,0.0488933,0.0453735,0.0515137,0.0531564,0.056325,0.0591164,0.0599646,0.0579433,0.0605146,0.0585943,0.0583927,0.0549811,0.0512852,0.0435406,0.0465882
"American Golden-Plover (<em class=""sci"">Pluvialis dominica</em>)",0,8.3E-6,0,0,0,0,0,0,0,0,0,0,1.319E-4,2.85E-5,1.75E-5,6.14E-5,4.5E-5,2.59E-5,7.21E-5,9.22E-5,1.288E-4,0.0015,9.51E-5,1.196E-4,2.005E-4,1.444E-4,1.745E-4,0,0.0015,1.192E-4,1.067E-4,2.888E-4,8.886E-4,7.706E-4,6.223E-4,6.912E-4,0.0012515,0.0010174,7.082E-4,8.158E-4,6.066E-4,3.184E-4,1.409E-4,2.456E-4,2.825E-4,1.451E-4,5.77E-5,6.4E-6
"Pacific Golden-Plover (<em class=""sci"">Pluvialis fulva</em>)",0.0011333,0.0011673,0.0011003,0.0011895,0.0010899,9.494E-4,7.274E-4,8.308E-4,0.0010478,7.869E-4,8.236E-4,5.609E-4,3.864E-4,5.992E-4,4.64E-4,3.751E-4,3.148E-4,2.589E-4,1.545E-4,1.063E-4,1.073E-4,2.29E-5,5.94E-5,4.98E-5,5.01E-5,3.15E-4,3.624E-4,6.978E-4,0.0010663,0.002278,0.0025209,0.0024636,0.0020075,0.0019321,0.0016697,0.0020423,0.0022567,0.0025683,0.0037665,0.0033785,0.0026511,0.0024816,0.0023597,0.0020492,0.0018298,0.0013668,0.0011357,9.855E-4
"American/Pacific Golden-Plover (Lesser Golden-Plover) (<em class=""sci"">Pluvialis dominica/fulva</em>)",6.3E-6,1.67E-5,8.2E-6,2.47E-5,0,0.0015,0,9.8E-6,0,0,0,7.0E-6,2.83E-5,2.85E-5,3.5E-5,6.8E-6,2.7E-5,1.73E-5,0.0015,0,1.07E-5,1.15E-5,0.0015,1.0E-5,1.88E-4,5.25E-5,8.05E-5,6.78E-5,1.466E-4,1.06E-4,6.67E-5,1.715E-4,1.207E-4,2.01E-4,1.141E-4,2.121E-4,2.667E-4,2.963E-4,2.361E-4,1.648E-4,1.348E-4,1.318E-4,5.87E-5,4.23E-5,0.0015,4.84E-5,5.77E-5,1.29E-5
"golden-plover sp. (<em class=""sci"">Pluvialis dominica/apricaria/fulva</em>)",6.3E-6,0,0.0015,1.23E-5,0,0,0.0015,0,0,0,0,7.0E-6,0.0015,0,0,0.0015,0,0.0015,0,0,0,0,0,0,1.25E-5,0,0,0,0.0015,0,1.33E-5,0.0015,0,0,3.11E-5,7.9E-6,1.03E-5,0.0015,1.07E-5,1.65E-5,0.0015,0,0.0015,0,1.23E-5,0.0015,0,6.4E-6
"Black-bellied Plover/golden-plover sp. (<em class=""sci"">Pluvialis sp.</em>)",6.3E-5,6.67E-5,8.21E-5,3.08E-5,6.63E-5,2.61E-5,6.61E-5,9.8E-6,4.11E-5,3.15E-5,5.02E-5,7.01E-5,9.42E-5,3.8E-5,5.25E-5,2.05E-5,3.6E-5,1.73E-5,1.03E-5,0,0,0,0,0,2.51E-5,2.63E-5,8.05E-5,7.75E-5,1.066E-4,1.324E-4,6.67E-5,6.32E-5,1.097E-4,1.117E-4,6.22E-5,1.492E-4,1.231E-4,8.89E-5,1.073E-4,1.154E-4,7.86E-5,8.78E-5,5.87E-5,7.62E-5,6.14E-5,4.84E-5,4.81E-5,3.86E-5
"Eurasian Dotterel (<em class=""sci"">Eudromias morinellus</em>)",0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0E-6,2.19E-5,0.0015,1.04E-5,0,0,0,0.0015,3.3E-5,0.0015,0.0015,1.17E-5,0,0,0,0,0
"Killdeer (<em class=""sci"">Charadrius vociferus</em>)",0.1166582,0.1108304,0.1226958,0.1302394,0.1293016,0.1167504,0.1023839,0.129706,0.1298345,0.1321883,0.1323262,0.125347,0.1283018,0.1342812,0.1392354,0.1453447,0.1508001,0.1362138,0.1393734,0.132718,0.1223993,0.1193424,0.1144817,0.1218255,0.1254872,0.12658,0.1380768,0.1434802,0.1473815,0.1558328,0.1602177,0.1733987,0.1803153,0.1787318,0.1734044,0.1751371,0.175974,0.1712073,0.1701381,0.170063,0.1647195,0.16885,0.1646533,0.1589033,0.1466449,0.1376958,0.1272629,0.1159712
"Common Ringed Plover (<em class=""sci"">Charadrius hiaticula</em>)",0,3.34E-5,8.2E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.068E-4,8.212E-4,0.0012286,2.23E-5,7.26E-5,0,1.846E-4,4.939E-4,1.073E-4,0,1.12E-5,0,0,0,0,0,0,0
"Semipalmated Plover (<em class=""sci"">Charadrius semipalmatus</em>)",0.0152056,0.0145823,0.0148125,0.0127022,0.0108138,0.0090759,0.0081137,0.0102721,0.0088755,0.0081418,0.008578,0.0082868,0.0106015,0.0178991,0.0345703,0.0458064,0.0327975,0.0138182,0.006913,0.0047855,0.0035517,0.0038176,0.0032213,0.0052625,0.008385,0.0201735,0.0403748,0.0581286,0.0631273,0.0678242,0.0735065,0.079268,0.065272,0.0500659,0.0359876,0.0271708,0.0216646,0.0221763,0.0216549,0.0190927,0.0176706,0.0196993,0.0172695,0.016859,0.0152773,0.0152283,0.0143307,0.0142541
"Common Ringed/Semipalmated Plover (<em class=""sci"">Charadrius hiaticula/semipalmatus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0E-6,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.0015,0,0,1.07E-5,0,0,0,0,8.5E-6,0,0,0,0
"Piping Plover (<em class=""sci"">Charadrius melodus</em>)",0,0,0,0,0.0015,0,0,0,0,2.1E-5,1.0E-5,2.033E-4,3.581E-4,9.5E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-5,6.62E-5,6.67E-5,2.71E-5,0.0015,0,0,0,0.0015,0.0015,0,1.65E-5,0.0015,0.0015,9.39E-5,8.5E-6,0.0015,2.42E-5,0,6.4E-6
"Spur-winged Lapwing (<em class=""sci"">Vanellus spinosus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siberian Sand-Plover (<em class=""sci"">Anarhynchus mongolus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.286E-4,2.131E-4,1.31E-5,3.221E-4,1.454E-4,1.2E-4,1.32E-5,0.0015,0.0015,8.78E-5,1.12E-5,0.0013794,1.571E-4,5.13E-5,0,1.824E-4,1.566E-4,0,0,0,0,0,0,0,0
"Greater Sand-Plover (<em class=""sci"">Anarhynchus leschenaultii</em>)",0.0015,0,0,6.2E-6,6.63E-5,3.48E-5,3.31E-5,0.0015,0.0015,1.05E-5,0.0015,1.4E-5,9.4E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sand-plover sp. (<em class=""sci"">Anarhynchus mongolus/atrifrons/leschenaultii</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wilson's Plover (<em class=""sci"">Anarhynchus wilsonia</em>)",0,0,0,0,0,0,0,0,0,0,0.0015,5.61E-5,0.0015,1.141E-4,4.38E-5,0.0015,0.0015,0.0015,0,0,0.0015,0.0015,2.38E-5,2.99E-5,0.0015,0,0,6.78E-5,8.0E-5,1.32E-5,6.67E-5,0.0015,0,0,6.22E-5,7.9E-6,1.03E-5,0.0015,0,8.2E-6,0,0,0,8.5E-6,0,0,0.0015,0
"Mountain Plover (<em class=""sci"">Anarhynchus montanus</em>)",0.0026382,0.0021094,0.0023894,0.0018551,0.001469,9.32E-4,8.266E-4,7.819E-4,9.143E-4,4.512E-4,2.21E-4,4.21E-5,9.4E-6,9.5E-6,0,2.05E-5,0,0,0.0015,2.84E-5,0,0,0,0,0,0,0,0,1.33E-5,0,0.0015,2.71E-5,5.49E-5,5.58E-5,2.07E-5,1.57E-5,3.795E-4,8.693E-4,0.0011267,0.0012196,0.0014491,0.0013396,0.0016553,0.0017528,0.0020509,0.0027215,0.001665,0.0018228
"Snowy Plover (<em class=""sci"">Anarhynchus nivosus</em>)",0.0106786,0.0107554,0.0107563,0.0098117,0.0088709,0.0070465,0.0067119,0.0093436,0.0092247,0.0072604,0.0078548,0.0080274,0.0073221,0.0075229,0.0085879,0.0094873,0.0094722,0.0080613,0.0081081,0.0074512,0.0066313,0.0071193,0.0079641,0.0110035,0.0130852,0.0176141,0.0201605,0.0229685,0.0234995,0.0230849,0.0240887,0.0231649,0.01832,0.0151549,0.0140943,0.0124817,0.011417,0.0118142,0.0126517,0.0125417,0.0111101,0.0120897,0.0127261,0.0124305,0.0106106,0.0109102,0.0105002,0.0112074
"Snowy/Kentish Plover (<em class=""sci"">Anarhynchus nivosus/alexandrinus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-5,0,0,0,0,0
"small plover sp. (<em class=""sci"">Charadrius/Thinornis/Anarhynchus sp.</em>)",2.52E-5,3.34E-5,4.11E-5,4.93E-5,8.53E-5,3.48E-5,5.29E-5,5.86E-5,3.08E-5,1.05E-5,2.01E-5,5.61E-5,5.65E-5,9.5E-6,8.8E-6,6.8E-6,2.7E-5,0,1.03E-5,7.1E-6,1.07E-5,0.0015,3.57E-5,2.99E-5,2.51E-5,2.63E-5,4.03E-5,2.91E-5,1.066E-4,9.27E-5,6.67E-5,3.61E-5,2.19E-5,5.58E-5,2.07E-5,2.36E-5,1.03E-5,2.96E-5,9.66E-5,6.59E-5,4.49E-5,6.59E-5,3.52E-5,1.101E-4,7.37E-5,6.05E-5,6.74E-5,7.73E-5
"plover sp. (<em class=""sci"">Charadriidae sp.</em>)",1.89E-5,5.84E-5,8.2E-6,3.7E-5,5.69E-5,6.1E-5,3.31E-5,2.93E-5,2.05E-5,4.2E-5,3.01E-5,7.0E-6,9.4E-6,2.85E-5,2.63E-5,2.73E-5,9.0E-6,8.6E-6,1.03E-5,1.42E-5,2.15E-5,3.44E-5,1.19E-5,0.0015,1.25E-5,3.94E-5,2.68E-5,1.94E-5,2.67E-5,5.3E-5,6.67E-5,5.41E-5,2.19E-5,2.23E-5,2.07E-5,4.71E-5,4.1E-5,5.93E-5,2.15E-5,3.3E-5,4.49E-5,4.39E-5,2.35E-5,4.23E-5,4.91E-5,3.63E-5,3.85E-5,2.58E-5
"Upland Sandpiper (<em class=""sci"">Bartramia longicauda</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,1.03E-5,3.54E-5,5.37E-5,2.29E-5,0,1.296E-4,0,0,0,0,0,0,1.33E-5,2.71E-5,7.68E-5,2.23E-5,3.11E-5,2.36E-5,0.0015,0,0.0015,8.2E-6,0,0,0,0,0,0,0,0
"Bristle-thighed Curlew (<em class=""sci"">Numenius tahitiensis</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6E-6,7.21E-5,3.54E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whimbrel (<em class=""sci"">Numenius phaeopus</em>)",0.0362479,0.0371019,0.0368753,0.0334905,0.0301006,0.026653,0.0238916,0.0319012,0.0325639,0.0325566,0.0372249,0.0398287,0.0451389,0.0501118,0.053847,0.0543525,0.0480988,0.0324006,0.0221197,0.0145408,0.0110306,0.0111203,0.0116847,0.0173624,0.0284139,0.0412789,0.0544281,0.0645249,0.0637005,0.0622748,0.0597815,0.0569423,0.0544445,0.0487592,0.0413184,0.0370839,0.0343742,0.0346425,0.0349827,0.0368423,0.0395987,0.0412325,0.039599,0.0411103,0.038488,0.0360931,0.0280165,0.0370039
"Little Curlew (<em class=""sci"">Numenius minutus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-5,5.3E-5,0.0015,0,0.0015,5.58E-5,3.11E-5,1.57E-5,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0
"Long-billed Curlew (<em class=""sci"">Numenius americanus</em>)",0.0519131,0.0553443,0.0593814,0.0503837,0.0480604,0.0412337,0.035305,0.0475781,0.0437507,0.0419049,0.0408007,0.03551,0.0270645,0.0222074,0.0217367,0.0192815,0.0163988,0.0147417,0.0128885,0.0115774,0.0118247,0.0140437,0.0190783,0.0294124,0.041499,0.0512935,0.0563475,0.0633425,0.0673393,0.069493,0.0696918,0.06695,0.0616628,0.0520985,0.0475514,0.0461094,0.0451962,0.0484521,0.0490187,0.0511227,0.0523153,0.0563968,0.0565515,0.0575374,0.0538758,0.0514182,0.045042,0.0531452
"curlew sp. (<em class=""sci"">Numenius sp.</em>)",1.26E-5,1.67E-5,8.2E-6,1.23E-5,0,0,0,9.8E-6,1.03E-5,0,3.01E-5,7.0E-6,2.83E-5,9.5E-6,2.63E-5,2.05E-5,1.8E-5,0.0015,3.09E-5,7.1E-6,1.07E-5,0,0,1.0E-5,0,0,1.34E-5,9.7E-6,5.33E-5,0,0.0015,9.0E-6,0,0.0015,2.07E-5,1.57E-5,0.0015,2.96E-5,1.07E-5,0,1.12E-5,2.2E-5,1.17E-5,0,0,0,0,2.58E-5
"Bar-tailed Godwit (<em class=""sci"">Limosa lapponica</em>)",6.3E-5,3.34E-5,1.64E-5,4.31E-5,3.79E-5,2.61E-5,1.32E-5,2.93E-5,1.03E-5,0,1.0E-5,0,0,0,4.38E-5,6.8E-6,0,0,0.0015,0,0.0015,0,0.0015,0.0015,2.256E-4,1.838E-4,1.074E-4,2.907E-4,1.2E-4,5.96E-4,7.603E-4,3.519E-4,6.911E-4,6.031E-4,5.497E-4,3.221E-4,7.181E-4,7.112E-4,0.0010624,1.73E-4,5.28E-4,4.722E-4,3.17E-4,1.609E-4,1.351E-4,2.42E-5,2.89E-5,1.93E-5
"Hudsonian Godwit (<em class=""sci"">Limosa haemastica</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63E-5,3.41E-4,9.0E-6,2.59E-5,2.473E-4,8.72E-4,2.897E-4,2.29E-5,0,0,0,0,0,3.88E-5,8.531E-4,3.311E-4,4.135E-4,2.437E-4,2.304E-4,6.366E-4,3.319E-4,1.178E-4,2.05E-5,5.93E-5,9.229E-4,1.813E-4,1.12E-5,5.49E-5,1.17E-5,0,0,0,0,0
"Marbled Godwit (<em class=""sci"">Limosa fedoa</em>)",0.0650913,0.0660414,0.0665249,0.0585683,0.0571209,0.0501703,0.0428434,0.0561105,0.0538794,0.0491549,0.049429,0.0454864,0.0437913,0.0424461,0.043841,0.0347095,0.0254392,0.0207488,0.0177204,0.0150442,0.0133913,0.0146054,0.0149298,0.0202528,0.0335025,0.0490491,0.0588306,0.0669089,0.0700585,0.0762344,0.0817094,0.0831574,0.0791382,0.0720221,0.0642281,0.0598087,0.056244,0.0574708,0.0577751,0.0592806,0.0577299,0.0605255,0.0604257,0.0624233,0.059132,0.0594134,0.0503162,0.0612287
"godwit sp. (<em class=""sci"">Limosa sp.</em>)",0,0,0,0,0,0,6.6E-6,9.8E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94E-5,2.67E-5,1.32E-5,1.33E-5,9.0E-6,0,0,0,0,0,0,0,8.2E-6,0,0,0,0,0,0,0,0
"Short-billed Dowitcher (<em class=""sci"">Limnodromus griseus</em>)",0.0071274,0.0071953,0.0060268,0.005516,0.0048146,0.0042592,0.0034584,0.0048184,0.0047151,0.0052775,0.0059463,0.007095,0.0097345,0.0111655,0.0152323,0.0136683,0.007871,0.0040134,0.0024211,0.0019,0.0015022,0.0013872,0.0016879,0.0029602,0.0104907,0.0201866,0.0267107,0.0236178,0.0217933,0.0270317,0.0346525,0.0356724,0.0300032,0.0212861,0.0147892,0.011657,0.0098681,0.0101251,0.0087349,0.0080178,0.0068862,0.0078512,0.0072201,0.0071213,0.0062386,0.0064711,0.0060152,0.0055973
"Long-billed Dowitcher (<em class=""sci"">Limnodromus scolopaceus</em>)",0.034869,0.0327914,0.032466,0.0303288,0.028423,0.023796,0.019342,0.0244927,0.0250855,0.0263243,0.0260052,0.0274335,0.0287984,0.0306339,0.0361373,0.0353642,0.0332563,0.0170289,0.0051719,0.0021552,0.0015881,0.0011693,9.747E-4,0.0017143,0.0067181,0.0193204,0.0389117,0.050424,0.0519041,0.0494278,0.0490176,0.0449582,0.0389328,0.0351008,0.0330215,0.037783,0.0414111,0.045459,0.0457565,0.0421408,0.0410591,0.0418913,0.0431679,0.0391373,0.0371739,0.0331902,0.0314428,0.0322761
"Short-billed/Long-billed Dowitcher (<em class=""sci"">Limnodromus griseus/scolopaceus</em>)",0.0126808,0.0136735,0.0127598,0.0108718,0.0104442,0.0096857,0.0074723,0.0097541,0.0106526,0.011111,0.0115311,0.0117572,0.0137113,0.0145989,0.0162128,0.0142821,0.0106956,0.0055842,0.0028229,0.0021694,0.0013949,0.0014101,0.0014383,0.0020432,0.0066053,0.0144247,0.0219591,0.022513,0.0218066,0.0243298,0.0265162,0.0269641,0.0240135,0.0204485,0.017579,0.0158516,0.0157766,0.0173953,0.0170943,0.0165959,0.0169629,0.0163502,0.0164242,0.0157836,0.0152282,0.0144058,0.0125213,0.0116648
"Jack Snipe (<em class=""sci"">Lymnocryptes minimus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0
"American Woodcock (<em class=""sci"">Scolopax minor</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,1.1E-5,0.0015,0,0,0,0,0
"Common Snipe (<em class=""sci"">Gallinago gallinago</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0
"Wilson's Snipe (<em class=""sci"">Gallinago delicata</em>)",0.0256953,0.0210772,0.0227525,0.0208314,0.0196279,0.0172199,0.0147793,0.0203976,0.0192096,0.0192423,0.0169451,0.0157043,0.0145877,0.0127538,0.0102512,0.0071001,0.0044797,0.0035991,0.0031217,0.0038426,0.0050754,0.0069358,0.0061217,0.005711,0.0037476,0.0030319,0.0027248,0.0022872,0.0027192,0.0041322,0.004735,0.0065154,0.0067247,0.0078957,0.0088569,0.0108872,0.0142277,0.0189363,0.022052,0.0271353,0.0297019,0.0353578,0.0406203,0.0365886,0.0340301,0.031642,0.0343397,0.0249269
"snipe sp. (<em class=""sci"">Gallinago sp.</em>)",0,0,0,0.0015,0,0,0,0,0,0,1.0E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9E-6,0,0,0,8.2E-6,0,1.1E-5,4.7E-5,0,0,0,9.6E-6,0
"Wilson's Phalarope (<em class=""sci"">Phalaropus tricolor</em>)",5.04E-5,3.34E-5,5.75E-5,6.2E-6,1.327E-4,3.48E-5,5.29E-5,2.93E-5,0.0015,6.3E-5,6.03E-5,9.11E-5,2.639E-4,0.0010176,0.001637,0.005927,0.0114872,0.0096926,0.0074797,0.0067352,0.0063308,0.0086096,0.0117441,0.0179305,0.0217334,0.0219717,0.0262275,0.0367398,0.0386948,0.0356802,0.034199,0.0271175,0.0180129,0.0119832,0.0056834,0.0025215,7.488E-4,3.951E-4,2.897E-4,1.648E-4,1.123E-4,1.098E-4,8.22E-5,7.62E-5,6.14E-5,0.0015,2.89E-5,7.73E-5
"Red Phalarope (<em class=""sci"">Phalaropus fulicarius</em>)",0.0022919,0.0043438,0.0041711,0.0010539,4.265E-4,3.397E-4,3.306E-4,6.548E-4,5.444E-4,2.833E-4,5.123E-4,3.856E-4,3.958E-4,5.611E-4,0.0013744,0.0014596,0.0024828,0.0037804,0.0018854,8.72E-4,3.648E-4,4.471E-4,1.902E-4,2.292E-4,1.253E-4,1.838E-4,4.698E-4,0.0027039,0.0026125,0.0031124,0.005682,0.0057484,0.0050462,0.0051596,0.0046359,0.0034562,0.0026055,0.0025683,0.0028115,0.0040625,0.0059539,0.0053366,0.0068561,0.0059612,0.0039544,0.0024796,0.0017613,0.0019645
"Red-necked Phalarope (<em class=""sci"">Phalaropus lobatus</em>)",6.3E-6,2.5E-5,8.2E-6,2.47E-5,9.5E-6,2.61E-5,1.32E-5,1.95E-5,0.0015,3.15E-5,1.406E-4,4.557E-4,0.0011308,0.0027771,0.0045872,0.0120313,0.023838,0.0233122,0.0212027,0.0125912,0.0035195,0.0016738,0.0010579,0.0015648,0.0032086,0.0075339,0.0133688,0.0292387,0.0365088,0.0499709,0.0665173,0.0879582,0.0788201,0.0675214,0.0541474,0.032088,0.0203824,0.012239,0.0067605,0.0035516,0.0013817,8.126E-4,2.348E-4,1.016E-4,3.68E-5,3.63E-5,3.85E-5,1.93E-5
